166,14,RX-78-4 Gundam G04,,2003-07-01,2800,,063,,"Features no inner frame. Includes booster equipment, Mega Beam Launcher, and Ruce Cassel figurine.",12
167,14,RX-93 ν Gundam "Ver.Ka,,2012-12-01,7000,,163,,"Redesign of MG-034 with improved articulation and proportions. Uses Emotion Manipulator SP (MP1) plate runner, a new preassembled hand design dual-molded in ABS and polypropylene for high articulation. Features ""Invoke Mode"" gimmick, which consists mainly of a green psychoframe (transformation requires removal of some armor parts). Includes Amuro Ray (blue uniform) figurine, an Amuro insignia display base from MG-095, effect parts for the Fin Funnels, and water slide decal sheet. Neck accommodates Gunpla LED Unit (sold separately). Released to commemorate the 25th anniversary of Char's Counterattack.",12
168,14,JMF1336R Rising Gundam,,2002-05-01,0,,N/A,,"Parts variant of MG-049. Originally announced at the 41st Shizuoka Hobby Show 2002, with the prototype model on display at the event. Plans to release this model never went beyond this announcement.",12
169,14,RGZ-95C ReZEL Type C [Defenser B-Unit] [GR],,2013-03-01,6500,,166,,Parts and color variant of MG-139. Includes Earth Federation pilot figurine and extra backpack to create RGZ-95C ReZEL Type C [Defenser A-Unit] [GR]. Fully transformable kit.,12
170,14,Gundam AGE-1 Spallow,,2012-04-01,3500,,156,,Parts variant of MG-153.,12
171,14,MS-09 Dom,,2020-12-21,0,,218,,"Parts variant of MG-021, with revised inner frame from MG MS-09G Dwadge. Uses Emotion Manipulator SP (MP2) plate runner.",12
172,14,FA-010A FAZZ "Ver.Ka,,2020-02-01,11000,,213,,Parts and color variant of MG-198; redesign of MG-042 with improved articulation and proportions. Includes water slide decal sheet.,12
173,14,Musha Gundam Mk-II,,2010-05-01,6000,,133,,Parts and color variant of MG-082. Features gold plated parts. Water slide decal sheet is sold separately as GD-82. China/Hong Kong release includes a set of flower decals.,12
174,14,H-Type Mission Pack for F90 Gundam F90,,,0,,N/A,,P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90H Gundam F90 Hover Type; also compatible with MG F90II Gundam F90II. Part of P-Bandai's "F90 A to Z Project". Tentative release teased with the release of MG F90 Gundam F90[12].,12
175,14,Gundam GP03S,,2001-04-01,3500,,038,,"Includes Kou Uraki figurine and transformable FF-XII-Sp Core Fighter II-Sp, which can be swapped with the Linear Seat type block. Water slide decal sheet is sold separately as GD-24.",12
176,14,RX-178 Gundam Mk-II (Titans),,1998-08-01,2800,,015,,Color variant of MG-014. Includes Titans pilot figurine. Water slide decal sheet is sold separately as GD-7.,12
177,14,Gundam RX-78-2 Ver.1.5,,2000-06-01,3000,,028,,Parts variant of MG-001. Features pre-assembled legs and waist inner frame. Includes Beam Javelin and Gundam Hammer. Only MG kit to be designated as "Ver.1.5". Released as part of the Gundam 20th Anniversary Big Bang Project.,12
178,14,MS-05B Zaku I,,1999-05-01,2500,,018,,Parts and color variant of MG-002. First MG kit to replace "Zeon Dukedom" with the official moniker Principality of Zeon.,12
179,14,GF13-050NSW Nobel Gundam,,2002-05-01,0,,N/A,,"Originally announced at the 41st Shizuoka Hobby Show 2002, with the prototype model on display at the event. Plans to release this model never went beyond this announcement.",12
180,14,MS-06M Zaku Marine Type Ver.2.0 Conversion Parts,,2009-01-01,0,,2866,,Resin-cast conversion kit for MG-097.,12
181,14,RX-78-2 Gundam Ver.One Year War 0079,,2005-03-01,3200,,078,,Uses the I and J plate runners of MG-028. Includes Gundam Hammer and Amuro Ray figurine. Does not come with a Core Fighter unlike other MG RX-78-2 kits. Water slide decal sheet is sold separately as GD-4. First kit to include articulated hands with pegs and 3-finger parts that can be separated for additional articulation. Released to coincide with the release of PlayStation 2 game Mobile Suit Gundam: The One Year War and the 25th anniversary of Gunpla.,12
182,14,GF13-017NJII G Gundam,,2001-11-01,2500,,044,,"Uses ""Action Frame"" to increase articulation and posing. Includes two clear orange ""God Finger"" hands, transformable Core Lander and 1/20 and 1/100 scale Domon Kasshu figures. First MG kit from the Future Century timeline.",12
